carat,x,y,z,price,labcol,labcut,labclar
0.59,5.4,5.42,3.38,1646,0,2,2
0.24,3.96,3.99,2.48,552,1,4,7
0.46,4.93,4.97,3.06,1291,0,2,5
0.36,4.67,4.62,2.79,770,2,2,2
1.06,6.56,6.51,4.01,4862,2,2,2
1.13,6.65,6.72,4.07,5133,0,3,3
0.52,5.2,5.26,3.18,1691,3,2,4
0.78,5.91,5.94,3.67,3105,5,2,4
1.83,7.87,7.81,4.82,15032,4,2,2
1.17,6.72,6.7,4.21,5949,0,2,3
0.54,5.25,5.23,3.21,1409,2,2,3
0.31,4.33,4.37,2.71,914,2,2,1
0.5,5.0,5.06,3.14,1048,5,4,2
0.38,4.66,4.72,2.81,700,5,3,4
0.42,4.82,4.8,2.99,1087,3,2,5
1.03,6.64,6.61,3.99,7550,2,2,5
0.5,5.09,5.06,3.16,1078,4,0,2
0.74,5.78,5.85,3.59,2319,2,4,3
0.31,4.33,4.3,2.69,802,2,3,5
0.7,5.74,5.77,3.51,2850,1,4,5
1.01,6.36,6.32,4.0,4836,4,4,2
0.33,4.46,4.48,2.73,433,4,2,3
1.0,6.42,6.47,3.97,6013,2,4,5
0.35,4.54,4.56,2.82,829,0,3,5
1.02,6.47,6.36,4.0,5346,3,2,5
0.52,5.21,5.27,3.16,1354,2,4,2
0.72,5.74,5.77,3.54,2150,6,2,7
0.32,4.39,4.37,2.77,828,3,4,4
0.9,6.17,6.19,3.77,5122,2,2,2
0.3,4.25,4.32,2.68,605,3,4,4
0.37,4.59,4.62,2.87,763,0,2,5
0.39,4.73,4.77,2.95,828,2,2,5
1.09,6.54,6.58,4.1,8282,3,2,7
1.51,7.28,7.32,4.56,10235,3,3,2
0.75,5.8,5.83,3.67,3231,1,1,4
0.79,5.93,5.91,3.65,2389,3,3,2
0.8,5.88,5.92,3.7,3564,0,2,2
0.32,4.42,4.47,2.73,814,4,2,1
1.24,6.92,6.84,4.24,6958,4,2,2
1.11,6.67,6.63,4.16,13405,0,3,6
2.0,8.13,8.07,4.92,10833,3,3,3
0.7,5.66,5.74,3.43,3052,3,4,7
0.7,5.7,5.75,3.47,2512,3,2,4
0.42,4.88,4.85,2.92,992,2,3,2
0.35,4.85,4.79,2.63,1011,2,0,6
0.3,4.3,4.32,2.66,422,5,2,2
0.3,4.25,4.28,2.62,789,1,4,7
1.04,6.6,6.64,3.9,6151,3,1,4
0.52,5.13,5.11,3.17,2153,3,3,6
0.59,5.61,5.53,3.29,1641,1,3,5
1.06,6.55,6.58,3.99,5205,4,3,5
0.3,4.3,4.26,2.69,1013,3,2,6
1.05,6.6,6.65,3.99,5347,5,2,5
0.75,5.75,5.79,3.66,2734,2,4,2
1.02,6.47,6.51,4.01,4207,4,2,3
0.97,6.34,6.28,3.89,2370,6,2,0
0.9,6.11,6.15,3.84,4126,5,4,4
0.91,6.4,6.33,3.71,3511,0,3,3
0.56,5.36,5.33,3.24,1915,3,2,4
1.02,6.34,6.4,4.01,4617,4,4,2
0.42,4.72,4.79,2.99,773,4,4,5
2.04,8.12,8.16,5.04,18153,3,2,2
0.42,4.86,4.9,2.98,1310,4,2,6
0.3,4.28,4.31,2.68,447,0,3,3
0.75,5.82,5.77,3.62,2378,3,2,3
0.52,5.31,5.24,3.14,1338,2,3,2
0.4,4.77,4.73,2.89,1397,3,3,1
1.0,6.58,6.54,3.92,7885,3,2,7
1.0,6.42,6.35,3.84,6272,3,3,5
0.54,5.27,5.28,3.23,1162,2,2,3
0.34,4.47,4.43,2.81,765,5,4,7
0.92,6.3,6.35,3.73,3070,6,1,3
0.79,5.86,5.9,3.69,2823,0,4,3
0.71,5.72,5.76,3.54,2370,1,2,3
0.71,5.68,5.74,3.56,3045,2,4,4
0.7,5.68,5.71,3.47,2673,1,3,5
0.9,6.11,6.09,3.88,3881,4,1,5
0.51,5.12,5.17,3.21,2096,3,2,1
0.54,5.16,5.22,3.22,1889,2,4,5
0.23,3.98,4.02,2.44,530,2,2,7
0.29,4.25,4.31,2.63,633,1,4,7
1.01,6.51,6.44,3.98,3461,3,3,3
0.29,4.28,4.33,2.66,555,1,4,4
1.0,6.32,6.27,4.01,6037,2,1,5
1.72,7.63,7.52,4.73,12696,4,3,2
2.01,8.03,8.12,5.01,17005,2,4,3
0.33,4.52,4.55,2.7,752,3,3,7
0.91,6.24,6.07,3.97,4765,0,0,5
0.54,5.15,5.22,3.28,1154,4,1,2
0.7,5.68,5.65,3.52,2475,1,2,3
0.91,6.09,6.14,3.84,3006,3,4,3
2.03,8.18,8.12,5.02,16642,4,2,3
1.26,7.02,7.14,4.24,7785,0,4,2
0.72,5.88,5.73,3.52,1799,5,3,2
0.32,4.44,4.46,2.75,943,2,2,1
0.32,4.39,4.34,2.71,828,4,3,7
0.7,5.72,5.78,3.52,2161,2,2,2
0.39,4.66,4.63,2.93,921,4,4,5
1.11,6.69,6.64,4.1,5315,4,3,2
0.73,5.82,5.84,3.55,2779,4,4,5
0.31,4.36,4.38,2.72,609,4,2,7
1.71,7.59,7.52,4.8,9974,4,4,4
0.71,5.79,5.77,3.49,2096,1,3,3
0.72,5.73,5.76,3.56,2962,1,2,5
0.33,4.47,4.49,2.72,723,1,3,5
0.72,5.77,5.8,3.56,2277,4,4,2
1.0,6.37,6.41,3.94,10113,0,4,7
1.14,6.8,6.73,4.12,5139,3,3,3
0.7,5.64,5.68,3.49,2569,1,4,2
0.33,4.4,4.38,2.77,728,0,4,2
0.89,6.17,6.15,3.83,2610,4,3,3
0.31,4.36,4.31,2.71,488,6,3,5
1.28,6.93,6.96,4.28,4428,3,2,0
0.39,4.76,4.79,2.86,661,2,4,2
1.5,7.27,7.36,4.55,10291,4,3,5
1.4,7.29,7.38,4.44,7345,2,4,3
1.51,7.39,7.34,4.56,6038,4,3,0
0.32,4.4,4.42,2.73,1095,1,2,1
1.2,6.85,6.92,4.23,4636,6,4,3
0.5,5.06,5.03,3.19,1629,1,4,5
0.37,4.63,4.68,2.82,649,1,4,2
2.51,8.51,8.59,5.44,18029,4,4,3
0.73,5.81,5.78,3.55,2870,1,3,4
0.3,4.3,4.34,2.62,603,1,2,5
0.38,4.75,4.77,2.83,721,3,2,5
1.01,6.51,6.53,3.93,5231,5,2,4
0.52,5.11,5.13,3.26,1267,2,4,2
1.02,6.41,6.37,3.97,4381,0,3,3
1.01,6.26,6.19,3.99,4480,1,1,2
0.3,4.3,4.33,2.66,729,1,2,4
1.74,7.88,7.8,4.7,10874,4,3,3
0.53,5.18,5.2,3.21,1941,3,2,7
1.05,6.54,6.51,4.03,4816,2,2,2
1.21,6.87,6.77,4.23,7806,3,2,5
1.01,6.34,6.24,3.87,5062,4,0,4
0.41,4.8,4.75,2.95,1230,0,2,4
0.91,6.17,6.26,3.74,4523,1,1,2
0.81,5.97,6.04,3.71,4127,3,2,7
0.56,5.27,5.32,3.26,1755,3,2,2
0.38,4.72,4.68,2.84,898,2,3,2
0.72,5.73,5.76,3.57,2831,1,3,2
0.9,6.17,6.29,3.84,4173,4,2,5
1.37,7.24,7.18,4.3,6495,3,3,3
1.03,6.36,6.3,4.04,3607,0,1,3
1.15,6.72,6.76,4.18,6313,3,2,2
0.56,5.28,5.33,3.26,1910,0,3,5
1.01,6.32,6.37,4.02,3852,3,1,3
0.4,4.7,4.73,2.98,877,4,1,7
0.37,4.61,4.65,2.85,811,1,2,5
0.7,5.76,5.7,3.52,2777,1,2,2
0.57,5.24,5.26,3.35,1262,0,1,3
0.31,4.41,4.37,2.59,698,3,3,5
1.04,6.49,6.45,4.01,6814,0,3,5
0.41,4.66,4.7,2.95,931,2,4,4
0.34,4.49,4.46,2.83,765,1,4,2
0.57,5.35,5.37,3.3,1193,3,2,3
0.72,5.67,5.72,3.6,2923,1,4,5
1.21,6.88,6.83,4.22,6505,4,3,2
0.31,4.32,4.34,2.73,489,4,4,5
2.01,8.02,7.97,5.02,9725,6,2,2
0.56,5.35,5.38,3.25,1232,6,4,5
0.42,4.77,4.82,2.97,1391,2,4,6
0.57,5.32,5.37,3.28,1965,1,2,4
1.05,6.41,6.37,4.07,3898,3,1,3
1.01,6.5,6.47,3.96,6346,1,2,2
1.06,6.48,6.45,4.1,6595,3,4,4
0.31,4.39,4.41,2.7,914,2,4,1
0.53,5.21,5.18,3.19,1753,2,3,5
0.74,5.81,5.87,3.6,2410,2,2,3
2.5,8.75,8.67,5.22,8467,4,3,0
0.5,5.01,4.91,3.3,994,2,0,2
1.09,6.57,6.61,4.11,5496,3,2,2
1.51,7.34,7.27,4.6,10548,4,3,5
0.51,5.11,5.08,3.19,1619,0,2,2
0.34,4.53,4.48,2.74,765,4,3,4
0.32,4.38,4.4,2.72,842,1,2,7
0.35,4.57,4.54,2.77,788,4,4,4
0.7,5.57,5.61,3.51,2810,2,1,4
0.31,4.36,4.41,2.71,734,0,4,5
0.3,4.29,4.32,2.64,694,1,2,4
0.41,4.87,4.84,2.86,1076,3,3,4
0.9,6.09,6.16,3.87,3976,3,1,5
0.9,6.1,6.13,3.82,4119,2,1,2
1.01,6.32,6.37,4.04,6499,3,1,4
0.72,5.72,5.78,3.55,2337,1,2,3
0.37,4.6,4.63,2.87,844,1,2,7
0.3,4.31,4.29,2.71,675,3,2,5
0.91,6.32,6.27,3.89,4670,4,3,4
2.05,8.21,8.27,4.98,15857,4,2,3
0.7,5.87,5.78,3.45,2840,4,3,6
0.8,5.88,5.93,3.73,3831,1,4,4
0.42,4.82,4.8,2.96,1082,2,2,4
0.24,4.02,4.0,2.43,668,1,3,6
0.7,5.61,5.57,3.6,2697,1,0,2
0.51,5.1,5.15,3.19,1438,3,4,5
0.71,5.68,5.7,3.58,2964,1,4,5
0.31,4.32,4.38,2.68,680,1,2,5
0.51,5.14,5.2,3.19,1237,3,2,2
0.41,4.81,4.78,2.96,1192,2,2,7
0.8,5.91,5.95,3.72,3429,2,2,5
0.41,4.75,4.72,2.99,1133,1,4,7
1.03,6.48,6.43,3.98,8623,0,3,7
0.33,4.49,4.43,2.7,854,3,3,4
0.53,5.21,5.25,3.21,2143,1,2,4
0.7,5.61,5.65,3.49,1907,6,4,5
0.7,5.58,5.54,3.63,1865,4,0,2
0.97,6.32,6.28,3.84,4915,1,3,2
0.52,5.18,5.24,3.17,1913,3,4,6
2.09,8.24,8.17,5.07,17051,3,2,5
0.73,5.78,5.82,3.57,3464,0,2,5
0.57,5.37,5.34,3.3,1684,2,2,5
0.3,4.35,4.36,2.7,764,3,2,6
0.6,5.39,5.43,3.35,1715,5,2,6
0.35,4.53,4.56,2.8,744,1,2,5
0.51,5.09,5.04,3.22,1116,4,1,2
0.34,4.52,4.54,2.79,952,3,2,1
0.53,5.18,5.15,3.24,1813,1,2,5
1.09,6.58,6.63,4.08,4784,4,4,2
0.52,5.14,5.18,3.22,1423,3,4,5
0.31,4.35,4.36,2.68,734,0,2,5
0.7,5.62,5.58,3.57,2117,3,1,2
1.04,6.54,6.56,4.01,6141,4,4,4
0.76,5.67,5.81,3.71,2699,4,0,7
1.52,7.24,7.21,4.68,7746,5,0,2
0.59,5.4,5.46,3.34,2166,3,2,6
1.07,6.46,6.56,4.09,7975,3,4,7
0.9,6.01,6.05,3.86,3734,4,1,4
0.9,6.26,6.32,3.79,4921,1,4,2
0.46,4.84,4.71,3.2,1070,1,0,5
1.22,6.91,6.97,4.2,7372,2,4,2
0.41,4.83,4.85,2.93,823,3,4,4
1.19,6.91,6.9,4.19,9383,3,2,7
0.41,4.77,4.8,2.93,1007,2,4,4
0.32,4.42,4.45,2.71,730,3,2,7
0.51,5.12,5.14,3.18,2527,1,2,6
0.4,4.76,4.73,2.9,855,0,3,3
0.37,4.61,4.64,2.86,872,0,2,4
0.43,4.92,4.9,2.97,1107,1,0,5
0.62,5.52,5.42,3.35,1253,6,3,5
0.41,4.79,4.83,2.94,1121,3,2,4
0.73,5.71,5.76,3.59,3735,0,2,5
0.63,5.48,5.52,3.38,2817,2,2,7
0.5,5.11,5.15,3.15,1752,0,3,5
1.75,7.74,7.82,4.69,15255,1,4,2
0.36,4.55,4.58,2.85,865,4,4,1
0.51,5.11,5.14,3.17,2041,2,4,7
1.52,7.25,7.29,4.57,15265,3,4,7
0.9,6.14,6.18,3.81,3422,1,1,3
0.58,5.45,5.4,3.24,2095,3,3,7
0.79,5.91,5.95,3.71,2871,3,2,2
0.46,4.95,4.98,3.1,1240,0,2,5
2.08,8.36,8.4,4.92,18760,4,2,2
0.3,4.28,4.32,2.66,524,0,2,2
0.7,5.65,5.7,3.56,2507,3,4,5
0.39,4.61,4.67,2.9,718,6,4,6
0.55,5.3,5.25,3.22,1668,1,3,2
0.91,6.25,6.18,3.82,4165,0,3,2
0.5,5.0,5.03,3.17,1436,2,1,5
1.06,6.7,6.65,3.9,4007,5,3,3
0.34,4.51,4.53,2.75,838,1,2,7
0.54,5.2,5.22,3.24,2123,3,2,6
0.73,5.8,5.86,3.55,3307,3,2,5
1.53,7.39,7.45,4.57,7406,5,4,3
2.48,8.58,8.62,5.42,17448,5,4,3
1.1,6.59,6.63,4.09,4217,6,4,3
1.01,6.55,6.6,3.9,7451,3,4,4
0.71,5.75,5.7,3.54,2817,1,3,2
0.38,4.64,4.67,2.89,1031,4,2,7
0.97,6.31,6.28,3.95,4481,2,3,2
0.9,6.16,6.19,3.83,8979,0,2,6
1.5,7.24,7.41,4.5,11533,1,4,2
0.33,4.47,4.42,2.77,854,2,2,5
1.51,7.36,7.26,4.57,7864,4,3,3
0.71,5.74,5.77,3.46,2765,2,4,4
0.51,5.13,5.16,3.17,1163,4,2,5
1.0,6.4,6.37,4.0,7244,2,3,4
0.41,4.78,4.79,2.95,791,0,2,2
0.23,3.96,3.99,2.45,402,0,4,5
0.32,4.45,4.44,2.71,900,1,3,5
0.58,5.31,5.34,3.35,2082,1,4,4
1.0,6.24,6.29,3.96,3874,4,1,3
1.02,6.44,6.35,4.0,4884,2,3,2
0.42,4.79,4.84,3.01,921,3,2,4
0.55,5.27,5.29,3.29,1799,3,2,7
0.35,4.57,4.52,2.8,984,1,3,5
0.8,6.0,6.09,3.67,4118,1,4,4
2.08,8.23,8.18,5.06,6150,4,3,0
1.08,6.62,6.51,4.12,6623,0,3,2
1.08,6.6,6.66,4.07,5049,4,2,3
0.28,4.21,4.24,2.59,492,3,4,5
1.18,6.77,6.81,4.17,11104,1,2,4
1.01,6.46,6.47,3.91,6806,1,2,5
0.32,4.33,4.35,2.72,471,4,3,5
0.92,6.27,6.21,3.87,3555,4,3,2
1.52,7.39,7.36,4.52,8852,3,2,3
1.53,7.44,7.5,4.56,15365,3,2,7
0.4,4.71,4.68,2.92,1063,6,3,1
0.91,6.27,6.32,3.84,4706,1,2,2
1.26,6.97,6.92,4.2,5292,5,3,2
0.71,5.79,5.71,3.45,1774,5,1,2
0.5,5.1,5.13,3.15,1239,0,2,3
0.5,5.1,5.07,3.2,1654,2,2,5
0.54,5.26,5.3,3.25,1216,5,2,4
0.42,4.8,4.82,2.97,771,5,2,4
1.07,6.59,6.55,4.08,6471,3,3,5
0.79,5.8,5.89,3.67,4570,1,4,6
1.26,6.95,6.99,4.31,6597,4,2,3
1.27,6.95,6.97,4.27,5885,6,2,4
1.0,6.32,6.27,3.98,3293,6,4,3
0.31,4.39,4.36,2.71,977,2,3,1
0.71,5.9,5.87,3.4,2801,2,1,5
0.54,5.22,5.26,3.24,1892,0,2,5
1.21,6.85,6.89,4.22,10483,3,2,6
0.32,4.37,4.43,2.71,827,1,2,6
0.5,5.11,5.15,3.13,2272,0,2,7
0.38,4.62,4.65,2.87,979,1,2,4
0.76,5.92,5.94,3.61,2838,4,4,2
0.3,4.28,4.3,2.65,603,1,2,5
1.2,6.94,6.98,4.09,5211,4,4,3
0.54,5.18,5.22,3.28,1745,2,4,5
0.54,5.24,5.15,3.23,1320,1,4,2
1.5,7.53,7.49,4.32,6006,3,1,3
0.7,5.79,5.73,3.42,2481,1,4,2
0.7,5.75,5.85,3.43,2234,4,1,5
1.44,7.21,7.19,4.51,12093,3,2,4
0.41,4.79,4.76,2.93,1243,1,2,7
1.01,6.32,6.35,3.97,5747,3,4,5
0.32,4.42,4.45,2.72,456,1,2,3
0.3,4.25,4.3,2.66,655,3,2,7
1.19,6.82,6.7,4.27,4665,5,4,2
1.01,6.37,6.41,4.01,3998,6,4,2
1.21,6.76,6.8,4.22,7568,3,4,5
1.02,6.55,6.62,4.02,6393,2,2,5
0.47,5.08,4.95,3.15,1058,4,2,5
0.3,4.26,4.28,2.66,413,0,4,3
0.44,4.92,4.87,3.0,1294,0,2,4
0.64,5.51,5.55,3.44,1967,0,4,2
0.7,5.72,5.62,3.61,2427,4,1,7
1.07,6.58,6.55,4.07,4401,3,2,3
0.3,4.31,4.33,2.64,413,0,2,3
0.32,4.36,4.4,2.74,702,1,3,5
0.3,4.25,4.3,2.68,526,4,2,4
0.71,5.7,5.65,3.52,3499,2,2,7
1.0,6.47,6.5,3.97,8239,3,2,7
0.71,5.66,5.7,3.59,2397,2,4,3
1.52,7.38,7.4,4.57,10316,2,2,3
1.71,7.54,7.5,4.79,6847,3,1,3
0.9,6.04,5.86,4.03,2422,5,0,3
0.5,5.11,5.05,3.16,1415,1,2,2
0.62,5.55,5.59,3.33,2041,2,4,5
1.6,7.51,7.4,4.66,7903,6,3,4
0.58,5.48,5.51,3.21,1239,4,4,2
0.33,4.43,4.47,2.75,681,0,2,5
1.65,7.61,7.54,4.7,8590,5,3,3
0.91,6.19,6.1,3.84,4434,1,3,2
0.6,5.43,5.39,3.39,1654,2,2,2
0.3,4.24,4.28,2.68,710,0,4,5
0.77,5.91,5.86,3.6,3428,0,3,5
0.3,4.38,4.33,2.65,911,0,2,5
2.03,8.14,8.25,4.91,17297,5,4,5
0.52,5.17,5.21,3.21,1138,0,1,3
0.7,5.84,5.87,3.35,2401,2,1,2
1.21,6.75,6.64,4.27,5597,3,1,2
1.1,6.58,6.62,4.12,4938,4,4,2
1.11,6.7,6.74,4.14,9507,3,2,7
1.51,7.4,7.51,4.53,7723,4,4,3
0.8,5.94,5.98,3.69,2473,5,4,2
1.09,6.66,6.59,4.12,4670,3,2,3
1.53,7.35,7.39,4.62,17223,0,2,5
1.15,6.66,6.7,4.14,4743,4,4,3
0.45,4.99,5.03,3.0,1154,3,4,4
1.62,7.53,7.48,4.7,13298,2,3,2
0.35,4.55,4.58,2.81,628,5,2,6
0.53,5.29,5.2,3.25,1956,1,2,5
1.09,6.72,6.62,4.06,4047,3,3,3
1.54,7.52,7.49,4.54,17949,2,2,4
0.42,4.81,4.83,2.98,833,5,2,2
0.4,4.72,4.67,2.93,1397,1,2,6
1.5,7.37,7.34,4.43,9173,0,1,3
0.57,5.35,5.42,3.3,2546,0,2,5
0.39,4.78,4.79,2.88,876,1,2,4
0.55,5.36,5.29,3.2,1735,1,3,5
0.3,4.28,4.24,2.65,709,0,3,2
1.21,6.8,6.83,4.27,7002,5,2,7
1.01,6.23,6.19,4.05,3733,4,0,5
0.52,5.28,5.24,3.15,2467,1,2,6
0.52,5.28,5.22,3.14,2467,0,3,7
0.31,4.35,4.32,2.68,907,4,2,6
1.09,6.64,6.57,4.07,3968,5,3,2
1.5,7.14,7.17,4.58,9620,4,1,5
0.35,4.59,4.53,2.79,788,1,3,2
1.3,6.98,7.02,4.31,15535,0,2,6
0.7,5.77,5.8,3.45,2833,0,4,5
0.31,4.34,4.36,2.69,897,2,2,6
1.22,6.81,6.76,4.21,6620,4,3,2
0.41,4.78,4.8,2.95,705,2,2,2
0.71,5.68,5.73,3.6,2719,0,1,2
1.0,6.39,6.28,3.91,2723,3,0,0
2.05,7.74,7.68,5.22,17408,5,0,4
0.31,4.31,4.36,2.68,707,3,2,7
0.34,4.49,4.53,2.74,507,0,3,3
0.5,5.0,5.05,3.17,1419,1,1,5
1.15,6.69,6.67,4.19,10644,3,2,6
0.32,4.4,4.32,2.69,720,3,3,5
0.9,6.1,6.15,3.83,3001,5,4,3
1.05,6.39,6.32,4.12,2717,4,0,3
1.27,7.09,7.03,4.16,5832,4,3,5
0.72,5.68,5.7,3.64,2827,0,1,5
0.79,5.86,5.94,3.71,3519,2,4,2
0.23,3.94,3.96,2.45,530,0,4,7
0.42,4.81,4.84,2.97,896,3,2,2
1.51,7.53,7.39,4.47,7340,4,1,3
0.34,4.43,4.41,2.77,995,1,3,7
0.3,4.28,4.32,2.66,605,3,3,4
0.8,5.99,5.93,3.71,2346,4,3,3
1.0,6.33,6.4,3.97,6248,1,1,5
0.61,5.39,5.47,3.35,3337,1,4,1
0.26,4.07,4.09,2.54,599,1,3,6
0.23,3.92,3.95,2.46,431,4,4,7
1.33,7.01,6.98,4.36,5765,5,3,3
1.51,7.21,7.18,4.59,6046,5,1,2
1.0,6.48,6.41,3.8,4036,2,0,3
0.27,3.99,4.02,2.66,371,1,0,4
0.61,5.53,5.5,3.38,3004,1,2,4
0.72,5.72,5.68,3.57,2724,2,2,5
2.14,8.45,8.5,4.93,17582,2,4,3
1.16,6.78,6.83,4.12,9075,3,2,6
0.72,5.67,5.75,3.58,1832,6,2,2
1.55,7.62,7.56,4.53,17773,0,3,4
0.5,5.06,5.08,3.17,1140,4,2,2
0.23,3.95,4.01,2.43,465,1,4,7
0.38,4.63,4.76,2.88,710,2,2,2
1.0,6.54,6.47,3.88,5069,4,3,5
1.28,6.89,6.95,4.32,7415,3,2,2
0.35,4.58,4.59,2.78,1330,0,2,6
0.81,5.99,5.96,3.7,3004,2,3,2
0.4,4.75,4.76,2.87,982,2,3,4
0.4,4.7,4.73,2.91,1229,3,2,1
1.01,6.59,6.54,4.0,6968,3,3,7
0.33,4.4,4.44,2.75,893,1,4,7
1.01,6.35,6.31,3.99,8120,3,3,1
1.05,6.71,6.6,3.92,4281,5,0,4
0.31,4.39,4.36,2.7,544,5,2,4
1.0,6.48,6.56,3.87,4543,0,4,3
0.4,4.7,4.67,2.94,980,3,2,5
1.51,7.47,7.56,4.42,7544,6,4,2
0.29,4.27,4.29,2.61,619,1,2,4
0.32,4.41,4.38,2.72,972,1,2,4
0.52,5.23,5.16,3.18,1815,1,2,5
0.71,5.79,5.75,3.44,2409,2,3,3
1.53,7.5,7.44,4.56,15505,3,2,7
0.39,4.62,4.7,2.94,616,6,1,4
2.0,7.98,8.04,5.01,18186,3,4,2
1.12,6.66,6.61,4.18,4215,1,3,3
1.01,6.32,6.25,4.04,3897,2,1,3
1.09,6.65,6.7,4.12,7992,3,2,4
1.01,6.25,6.29,4.01,4234,0,1,3
0.54,5.23,5.26,3.26,2616,1,2,7
0.51,5.14,5.2,3.16,1839,1,4,4
0.23,3.89,3.9,2.49,369,4,4,1
0.91,6.23,6.29,3.82,4132,1,2,2
0.32,4.39,4.37,2.7,576,5,2,5
1.02,6.49,6.52,3.97,8011,2,2,4
0.41,4.77,4.81,2.9,705,1,4,2
0.8,5.92,5.88,3.68,3884,2,2,4
0.3,4.35,4.32,2.69,844,1,2,5
1.5,7.41,7.32,4.47,14386,1,3,5
0.43,4.87,4.89,2.98,844,3,4,5
0.62,5.46,5.19,3.39,2344,2,2,4
1.0,6.43,6.43,3.89,6600,1,3,5
1.0,6.37,6.42,3.99,5798,2,2,3
0.7,5.64,5.58,3.6,2415,1,1,5
0.9,6.18,6.12,3.77,3226,3,3,3
0.71,5.72,5.77,3.57,2513,3,2,2
0.32,4.41,4.44,2.71,533,6,3,1
0.35,4.51,4.55,2.83,830,2,2,7
1.04,6.43,6.39,4.08,5708,0,1,2
0.51,5.25,5.17,3.1,1294,1,3,3
1.0,6.3,6.25,4.11,2875,6,0,4
1.03,6.57,6.51,3.95,5104,5,3,4
0.31,4.35,4.38,2.67,671,4,2,6
1.36,6.73,6.66,4.54,4158,6,0,3
0.3,4.29,4.25,2.68,776,3,2,4
0.59,5.43,5.48,3.33,1742,5,2,6
0.4,4.68,4.73,2.98,798,2,4,2
0.52,5.22,5.19,3.19,1624,2,2,5
1.5,7.31,7.27,4.56,9265,3,3,2
1.23,6.79,6.82,4.25,7313,4,4,2
0.71,5.66,5.62,3.55,2364,4,3,2
0.32,4.4,4.43,2.66,645,2,4,5
0.58,5.35,5.39,3.32,1911,3,2,4
0.72,5.76,5.71,3.54,2177,3,2,3
1.5,7.2,7.25,4.57,7428,6,4,5
1.59,7.54,7.58,4.59,13839,4,2,4
1.01,6.49,6.41,4.0,6670,3,3,7
1.51,7.29,7.34,4.58,9891,5,2,5
1.25,6.9,6.86,4.3,7573,4,2,2
1.51,7.37,7.34,4.55,10232,5,2,2
1.18,6.92,6.89,4.02,9188,3,3,7
0.31,4.38,4.41,2.68,1074,0,2,7
0.31,4.43,4.38,2.74,628,4,2,5
0.41,4.78,4.73,2.94,962,4,2,4
0.87,6.08,6.13,3.79,4189,0,3,2
0.84,6.12,6.15,3.69,4869,0,4,4
0.5,5.09,5.05,3.23,1758,0,1,5
0.3,4.26,4.28,2.65,753,3,2,6
1.0,6.62,6.58,3.74,3858,2,1,3
0.26,4.09,4.13,2.57,362,4,2,3
0.33,4.48,4.5,2.77,730,4,2,6
1.55,7.36,7.3,4.59,6635,6,3,3
0.37,4.64,4.66,2.84,531,3,2,2
1.0,6.38,6.41,3.95,6600,1,3,5
0.5,5.03,4.97,3.21,1090,1,1,2
0.34,4.46,4.51,2.77,447,5,4,2
0.7,5.78,5.82,3.44,2905,3,4,7
1.03,6.48,6.44,4.03,6178,2,2,2
1.13,6.67,6.75,4.12,7459,5,2,6
0.7,5.7,5.74,3.5,2042,3,3,2
2.01,8.23,8.25,4.75,18340,4,1,4
0.73,5.79,5.75,3.63,2269,4,2,2
1.02,6.51,6.48,3.99,4273,3,3,2
1.52,7.4,7.46,4.51,14295,0,4,2
0.52,5.23,5.28,3.17,2504,2,2,1
0.41,4.98,4.94,2.8,758,0,1,2
0.52,5.16,5.21,3.21,1575,4,2,4
1.2,6.88,6.82,4.22,4099,6,2,5
0.9,6.16,6.21,3.85,4390,2,2,2
0.34,4.5,4.53,2.77,749,0,2,4
0.27,4.18,4.15,2.61,603,1,2,5
0.4,4.68,4.71,2.92,828,6,4,1
0.3,4.29,4.34,2.65,552,0,2,2
0.35,4.54,4.57,2.76,1044,3,3,1
0.34,4.5,4.47,2.77,765,3,3,5
0.41,4.8,4.75,2.95,1243,1,2,7
0.38,4.67,4.72,2.91,586,0,4,2
1.02,6.58,6.69,3.94,8627,2,4,7
0.3,4.24,4.17,2.68,965,2,1,6
1.17,6.84,6.9,4.13,10342,3,2,6
0.31,4.31,4.29,2.73,732,0,4,2
0.35,4.56,4.59,2.78,644,0,2,2
0.3,4.35,4.37,2.64,526,1,4,2
0.3,4.26,4.23,2.7,776,3,1,4
0.33,4.53,4.56,2.73,841,2,4,6
0.54,5.29,5.34,3.21,1404,3,4,2
0.72,5.76,5.8,3.55,2688,1,4,3
1.22,6.84,6.79,4.25,6934,4,3,5
1.05,6.66,6.73,4.0,11417,2,4,1
1.1,6.6,6.55,4.14,4916,4,3,2
0.7,5.66,5.71,3.55,3585,1,2,7
0.52,5.24,5.27,3.16,1454,5,2,6
1.01,6.36,6.4,3.98,4584,5,2,2
2.01,8.0,7.96,4.99,17523,5,2,4
0.92,6.22,6.24,3.9,4249,3,2,2
1.51,7.33,7.28,4.56,12219,4,2,5
0.3,4.33,4.36,2.66,895,1,2,6
1.58,7.49,7.52,4.61,13397,4,2,7
0.54,5.22,5.25,3.23,2479,1,2,7
2.04,8.25,8.3,4.91,8257,5,4,0
1.72,7.72,7.76,4.68,12451,5,4,4
1.01,6.44,6.37,3.96,4242,5,3,2
1.05,6.55,6.51,4.07,4201,6,2,5
1.03,6.52,6.5,3.99,7648,3,2,4
1.06,6.53,6.49,4.08,6411,3,2,5
0.39,4.63,4.69,2.9,702,0,4,5
0.42,4.78,4.79,3.0,687,1,2,3
